name,title,url,is_ad,pricing_unit,price,real_price,rating
B0DX76RK35,"Vacuum Magnetic Phone Holder, Suction Cup Phone Mount, Foldable Strong Magnetic Cell Phone Holder for Car/Gym/Mirror/Smooth Surface, Compatible with Magsafe iPhone",,false,$,18.99,18.99,5
B085DMV7XD,"Lamicall Bike Phone Holder, Motorcycle Mount - Motorcycle Phone Holder, Handlebar Cell Phone Clamp, Scooter Phone Clip for iPhone 16 Pro Max/Plus, 15 Pro Max, S9, S10, More 4.7"" to 6.8"" Smartphones",,false,$,14.99,18.99,4.5
B0CYGY5537,"Silicone Suction Cup Phone Case Mount Double Sided, Phone Accessories Hands-Free Strong Grip Holder for Selfies and Videos, Silicon Phone Stand for iPhone and Android Light Pink",,false,$,6.99,6.99,4
B091YNH95D,"3Pack Cell Phone Card Holder Pocket for Back of Phone,Stretchy Stick on Wallet Credit Card ID Case Pouch Sleeve Self Adhesive Sticker with Flap for iPhone Samsung Galaxy-2Black+1Navy Blue",,false,$,7.99,7.99,4.5
B0DQKGHQ35,Lamicall Car Phone Holder Mount [3-in-1 Military-Grade Suction Cup] 360° Rotation Phone Holders for Your Car [Metal Hook] Cell Phone Car Mount Dashboard Vent Windshield for iPhone 16 All Smartphone,,false,$,17.99,35.99,4.6
B0BTVDM5SS,"4 Pack Multicolor Universal Waterproof Phone Pouch, Large Phone Waterproof Case Dry Bag (Protection Level: IP68) Outdoor Sports for Apple iPhone,Samsung,and up to 7.5"" (Black,Blue,Pink,Orange)",,false,$,9.99,9.99,4.4
B099JVC9HL,"ESR Case for iPhone 13 and iPhone 14 Case, Compatible with MagSafe, Classic Hybrid Magnetic Mobile Phone Case with HaloLock, Military Standard Drop Protection Case, Scratch-Resistant Back, Clear",,false,$,9.99,14.99,4.6
B0DLNZSRNB,"Selfie Stick Travel Tripod for Cell Phone with Remote Control and Phone Holder, Extendable Selfie Stick for iPhone, iPhone Tripod for Video Recording, 50 Inch, Black",,false,$,9.99,15.98,4.5
B0CGHNQ53C,"LISEN for MagSafe Car Mount, Ultra Magnetic 360 Degree Rotation Dashboard Car Phone Holder, Car Accessories for iPhone, Gifts for Men Women Him Her, Fit for iPhone 16e 16 Pro/Pro Max 15 14 13 12",,false,$,12.98,17.99,4.3
B0DJ5CQ2YV,"[Military-Grade] 3-in-1 Phone Holders for Your Car, [2025 Most Stable and Flexible Suction Cup] Vent Dashboard Windshield Cell Phone Mount Car Fit for All Phones, iPhone, Samsung",,false,$,19.99,19.99,4.7
B07D7P23T2,"3Pack Adhesive Phone Pocket,Cell Phone Stick On Card Wallet,Credit Cards/ID Card Holder(Double Secure) with Self Sticker for Back of iPhone,Android and All Smartphones. (Black)",,false,$,6.99,6.99,4.4
B07TZSC1P3,"Loncaster Car Phone Holder, Car Phone Mount Silicone Car Pad Mat for Various Dashboards, Slip Free Desk Phone Stand Compatible with iPhone, Samsung, Android Smartphones, GPS Devices and More, Black",,false,$,11.99,19.99,4.2
B0DFGVJTYQ,"C24 Ultra Unlocked Phone,8GB+256GB Ultra Memory Cell Phone,Android 14.0 Smartphone,6800 mAh Battey,6.82-inch HD Screen,Dual SIM, Dual Standby,108MP Camera,5G Phone-Grey",,false,$,189.99,189.99,3.9
